Model,Train_Accuracy,Test_Accuracy,CV_Accuracy,CV_Std,Training_Time,CV_Scores,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,Feature_Importance_Sum
RandomForest_Tuned,0.7990867579908676,0.3698630136986301,0.4121298701298701,0.015368109260956744,0.1594250202178955,"[0.38636363636363635, 0.41714285714285715, 0.4114285714285714, 0.4342857142857143, 0.4114285714285714]",200,10,10,1,sqrt,0.11986767371108598
